frase_id;ord;token;pos;lema
81;43;novos;adj;novo
81;44;ultraconservadores;N;ultraconservador
81;45;escrevem;N;escrevem
81;46;frases;n;frase
81;47;rotulam;N;rotulam
81;48;anormais;N;anormal
81;49;doentes;adj;doente
81;50;urgente;adj;urgente
81;51;dizer;v-inf;dizer
81;52;não;adv;não
81;53;iguais;adj;igual
81;54;direito;n;direito
81;55;igualdade;n;igualdade
81;56;homossexualidade;N;homossexualidade
81;57;retirada;n;retirada
81;58;doença;n;doença
81;59;OMS;prop;om
81;60;Queremos;v-fin;querer
81;61;viver;v-inf;viver
81;62;vidas;n;vida
81;63;termos;n;termo
81;64;insultados;N;insultado
81;65;apenas;adv;apena
81;66;existimos;N;existimo
81;67;vida;n;vida
81;68;não;adv;não
81;69;existe;v-fin;existir
81;70;lugar;n;lugar
81;71;guerra;n;guerra
81;72;expressão;n;expressão
81;73;ódio;n;ódio
81;74;preconceito;n;preconceito
81;75;discriminação;n;discriminação
81;76;homofobia;N;homofobia
81;77;conceito;n;conceito
81;78;existir;v-inf;existir
81;79;mais;adv;mal
81;80;fácil;adj;fácil
81;81;entender;v-inf;entender
81;82;humanos;adj;humano
81;83;verbo;N;verbo
81;84;AMAR;N;amar
81;85;verbo;N;verbo
81;86;mais;adv;mal
81;87;desejado;N;desejado
81;88;conjugar;v-inf;conjugar
81;89;nascemos;N;nascemo
81;90;Marchamos;N;marchamo
81;91;voz;n;voz
81;92;amor;n;amor
81;93;respeito;n;respeito
81;94;Marchamos;N;marchamo
81;95;antes;adv;ant
81;96;marcharam;N;marcharam
81;97;disseram;v-fin;dizer
81;98;chega;v-fin;chegar
81;99;também;adv;também
81;100;merecemos;N;merecemo
81;101;respeito;n;respeito
81;102;Marchamos;N;marchamo
81;103;hoje;adv;hoje
81;104;saem;v-fin;sair
81;105;armário;N;armário
81;106;não;adv;não
81;107;medo;n;medo
81;108;não;adv;não
81;109;medo;n;medo
81;110;viver;v-inf;viver
81;111;sair;v-inf;sair
81;112;rua;n;rua
81;113;amar;N;amar
81;114;Passei;N;passei
81;115;demasiados;N;demasiado
81;116;anos;n;ano
81;117;sombra;n;sombra
81;118;ouvir;v-inf;ouvir
81;119;insultos;n;insulto
81;120;apenas;adv;apena
81;121;existo;N;existo
81;122;direito;n;direito
81;123;vida;n;vida
81;124;respeito;n;respeito
81;125;orgulho;n;orgulho
81;126;amar-;N;amar
81;127;viver;v-inf;viver
81;128;vida;n;vida
81;129;Diogo;N;diogo
81;130;mostraste;N;mostraste
81;131;amor;n;amor
81;132;ainda;adv;ainda
81;133;existe;v-fin;existir
81;134;vale;v-fin;valer
81;135;pena;n;pena
81;136;sermos;v-inf;sermo
81;137;felizes;adj;feliz
81;138;Amo-;N;amo
81;139;dias;n;dia
82;1;texto;n;texto
82;2;bonito;adj;bonito
82;3;orgulho;n;orgulho
82;4;amor;n;amor
82;5;sente;v-fin;sentir
82;6;pessoa;n;pessoa
82;7;louvável;adj;louvável
82;8;afinal;adv;afinal
82;9;amar;N;amar
82;10;amado;N;amado
82;11;muito;adv;muito
82;12;bom;adj;bom
82;13;amigos;n;amigo
82;14;amigas;n;amigo
82;15;homossexuais;N;homossexual
82;16;admiro;v-fin;admirar
82;17;respeito;n;respeito
82;18;nunca;adv;nunca
82;19;precisaram;v-fin;precisar
82;20;particularmente;adv;particularmente
82;21;marcha;n;marcha
82;22;orgulho;n;orgulho
82;23;gay;adj;gay
82;24;conseguirem;v-fin;conseguir
82;25;respeito;n;respeito
82;26;admiração;n;admiração
82;27;pessoas;n;pessoa
82;28;inclusive;adv;inclusive
82;29;dentro;adv;dentro
82;30;família;n;família
82;31;tipo;n;tipo
82;32;marcha;n;marcha
82;33;simplesmente;adv;simplesmente
82;34;virou;v-fin;virar
82;35;deboche;N;deboche
82;36;Querem;v-fin;querer
82;37;respeito;n;respeito
82;38;não;adv;não
82;39;respeitam;N;respeitam
82;40;baixaria;N;baixaria
82;41;não;adv;não
82;42;venham;v-fin;vir
82;43;dizer;v-inf;dizer
82;44;é.;N;é.
83;1;texto;n;texto
83;2;bonito;adj;bonito
83;3;orgulho;n;orgulho
83;4;amor;n;amor
83;5;sente;v-fin;sentir
83;6;pessoa;n;pessoa
83;7;louvável;adj;louvável
83;8;afinal;adv;afinal
83;9;amar;N;amar
83;10;amado;N;amado
83;11;muito;adv;muito
83;12;bom;adj;bom
83;13;amigos;n;amigo
83;14;amigas;n;amigo
83;15;homossexuais;N;homossexual
83;16;admiro;v-fin;admirar
83;17;respeito;n;respeito
83;18;nunca;adv;nunca
83;19;precisaram;v-fin;precisar
83;20;particularmente;adv;particularmente
83;21;marcha;n;marcha
83;22;orgulho;n;orgulho
83;23;gay;adj;gay
83;24;conseguirem;v-fin;conseguir
83;25;respeito;n;respeito
83;26;admiração;n;admiração
83;27;pessoas;n;pessoa
83;28;inclusive;adv;inclusive
83;29;dentro;adv;dentro
83;30;família;n;família
83;31;tipo;n;tipo
83;32;marcha;n;marcha
83;33;simplesmente;adv;simplesmente
83;34;virou;v-fin;virar
83;35;deboche;N;deboche
83;36;Querem;v-fin;querer
83;37;respeito;n;respeito
83;38;não;adv;não
83;39;respeitam;N;respeitam
83;40;baixaria;N;baixaria
83;41;não;adv;não
83;42;venham;v-fin;vir
83;43;dizer;v-inf;dizer
83;44;é.;N;é.
84;1;Estudar;N;estudar
84;2;história;n;história
84;3;comunidade;n;comunidade
84;4;LGBTQIA;N;lgbtqia
84;5;perceber;v-inf;perceber
84;6;motivo;n;motivo
84;7;iniciou;v-fin;iniciar
84;8;primeira;adj;primeiro
84;9;marcha;n;marcha
84;10;importante;adj;importante
84;11;Não;adv;não
84;12;vivemos;N;viver
84;13;bolha;n;bolha
84;14;amigos;n;amigo
84;15;não;adv;não
84;16;precisam;v-fin;precisar
84;17;marchar;v-inf;marchar
84;18;garantido;v-pcp;garantir
84;19;conquistado;v-pcp;conquistar
84;20;anos;n;ano
84;21;luta;n;luta
84;22;marcha;n;marcha
84;23;mundo;n;mundo
84;24;não;adv;não
84;25;tornou;v-fin;tornar
84;26;fantasia;n;fantasia
84;27;dois;num;doil
84;28;segundos;n;segundo
84;29;viverem;N;viverem
84;30;coisas;n;coisa
84;31;acontecem;v-fin;acontecer
84;32;dentro;adv;dentro
84;33;contexto;n;contexto
84;34;Relativamente;N;relativamente
84;35;termo;n;termo
84;36;deboche;N;deboche
84;37;aconselho;N;aconselho
84;38;verificar;v-inf;verificar
84;39;significado;n;significado
84;40;palavra;n;palavra
84;41;educação;n;educação
84;42;respeito;n;respeito
84;43;estão;v-fin;estão
84;44;disponíveis;adj;disponívil
84;45;dicionário;n;dicionário
84;46;senso;n;senso
84;47;comum;adj;comum
84;48;moral;adj;moral
85;1;amigos;n;amigo
85;2;nunca;adv;nunca
85;3;precisaram;v-fin;precisar
85;4;muito;adv;muito
85;5;bom;adj;bom
85;6;inegável;N;inegável
85;7;dar;v-inf;dar
85;8;primeiro;adj;primeiro
85;9;passo;n;passo
85;10;defesa;n;defesa
85;11;direitos;n;direito
85;12;gente;n;gente
85;13;lançou-;v-fin;lançou
85;14;frente;n;frente
85;15;dar;v-inf;dar
85;16;visibilidade;n;visibilidade
85;17;gente;n;gente
85;18;sofreu;v-fin;sofrer
85;19;pele;n;pele
85;20;discriminação;n;discriminação
85;21;ódio;n;ódio
85;22;tortura;n;tortura
85;23;prisão;n;prisão
85;24;violência;n;violência
85;25;morte;n;morte
85;26;amigos;n;amigo
85;27;gozarem;N;gozarem
85;28;agora;adv;agora
85;29;estado;n;estado
85;30;graça;n;graça
85;31;Posso;N;posso
85;32;dizer;v-inf;dizer
85;33;razões;n;razõe
85;34;diversas;adj;diverso
85;35;nunca;adv;nunca
85;36;participei;v-fin;participar
85;37;ainda;adv;ainda
85;38;evento;n;evento
85;39;necessário;adj;necessário
85;40;Infelizmente;adv;infelizmente
85;41;ainda;adv;ainda
85;42;é.;N;é.
85;43;Basta;N;basta
85;44;ver;v-inf;ver
85;45;vai;v-fin;ir
85;46;mundo;n;mundo
85;47;Não;adv;não
85;48;bonito;adj;bonito
85;49;cuspir;N;cuspir
85;50;prato;N;prato
85;51;come;v-fin;comer
85;52;gente;n;gente
85;53;faz;v-fin;fazer
85;54;alto;n;alto
85;55;presunção;N;presunção
85;56;conquistas;n;conquista
85;57;derivam;v-fin;derivar
85;58;suor;n;suor
85;59;mais;adv;mal
85;60;respeito;n;respeito
85;61;marchas;N;marcha
85;62;não;adv;não
85;63;velório;n;velório
85;64;fazerem;v-inf;fazer
85;65;respeitar;N;respeitar
85;66;mais;adv;mal
85;67;desrespeitadas;N;desrespeitado
85;68;ousadia;n;ousadia
85;69;pessoas;n;pessoa
85;70;optam;v-fin;optar
85;71;expressar;N;expressar
85;72;forma;n;forma
85;73;entendem;v-fin;entender
85;74;mais;adv;mal
85;75;adequada;v-pcp;adequar
85;76;ponto;n;ponto
85;77;vista;n;vista
85;78;passar;v-inf;passar
85;79;mensagem;n;mensagem
85;80;Deixemos;N;deixemo
85;81;ajuizar;N;ajuizar
85;82;forma;n;forma
85;83;lutas;N;luta
85;84;coletivas;N;coletivo
85;85;também;adv;também
85;86;individuais;adj;individual
86;1;Acho;v-fin;achar
86;2;todo;adv;todo
86;3;direito;n;direito
86;4;manifestar;v-inf;manifestar
86;5;não;adv;não
86;6;interfiram;N;interfiram
86;7;direito;n;direito
86;8;heterossexual;N;heterossexual
86;9;opinião;n;opinião
86;10;aqui;adv;aqui
86;11;fico;N;fico
87;1;Exibicionismo;N;exibicionismo
88;1;Agora;adv;agora
88;2;falta;v-fin;faltar
88;3;marcha;n;marcha
88;4;heteros;N;hetero
88;5;lol;N;lol
88;6;forma;n;forma
88;7;não;adv;não
88;8;preciso;adj;preciso
88;9;esfregar;v-inf;esfregar
88;10;marchas;N;marcha
88;11;não;adv;não
88;12;servem;v-fin;servir
89;1;Não;adv;não
89;2;opção;n;opção
89;3;já;adv;já
89;4;dito;v-pcp;dizer
89;5;repetido;v-pcp;repetir
89;6;centenas;n;centena
89;7;vezes;n;vez
89;8;estivesses;N;estivesse
89;9;atento;adj;atento
89;10;não;adv;não
89;11;usavas;N;usavo
89;12;mal;adv;mal
89;13;termos;n;termo
89;14;não;adv;não
89;15;caso;n;caso
89;16;opção;n;opção
89;17;pessoas;n;pessoa
89;18;não;adv;não
89;19;é.;N;é.
89;20;característica;n;característico
89;21;nasce;v-fin;nascer
90;1;Palhaçada;N;palhaçado
90;2;fazerem;v-inf;fazer
90;3;marcha;n;marcha
90;4;aparecerem;N;aparecerem
90;5;média;n;média
91;1;Sejam;N;sejam
91;2;lá;adv;lá
91;3;felizes;adj;feliz
91;4;não;adv;não
91;5;chateiem;N;chateiem
92;1;tristes;adj;triste
93;1;lema;n;lema
93;2;verdadeiro;adj;verdadeiro
93;3;simples;adj;simpl
93;4;facto;n;facto
93;5;não;adv;não
93;6;cabe;v-fin;caber
93;7;mais;adv;mal
93;8;armário;N;armário
93;9;lema;n;lema
93;10;deveria;v-fin;dever
93;11;saiam;N;saiam
93;12;armário;N;armário
93;13;enfrentem;N;enfrentem
93;14;preconceito;n;preconceito
93;15;gente;n;gente
93;16;cá;adv;cá
93;17;disposta;v-pcp;dispor
93;18;vÃ³s;N;vã³
93;19;acolher-;N;acolher
93;20;Libertem-;N;libertem
94;1;frente;n;frente
94;2;Ucrânia;prop;ucrânia
94;3;lindo;N;lindo
95;1;Misturar;N;misturar
95;2;temas;n;tema
95;3;apenas;adv;apena
95;4;não;adv;não
95;5;capacidade;n;capacidade
95;6;cognitiva;N;cognitivo
95;7;perceber;v-inf;perceber
95;8;facto;n;facto
95;9;grupo;n;grupo
95;10;merecer;v-inf;merecer
95;11;liberdade;n;liberdade
95;12;não;adv;não
95;13;invalida;N;invalido
95;14;necessidade;n;necessidade
95;15;liberdade;n;liberdade
96;1;Gente;n;gente
96;2;não;adv;não
96;3;plástico;n;plástico
96;4;desculpa;n;desculpa
96;5;lá;adv;lá
96;6;cabelo;n;cabelo
96;7;mãe;n;mãe
96;8;fez-;v-fin;fazer
96;9;assim;adv;assim
96;10;feito;v-pcp;fazer
96;11;China;prop;china
96;12;daí;N;daí
96;13;tão;adv;tão
96;14;besta;N;besta
96;15;poliéster;N;poliéster
97;1;peruca;N;peruca
98;1;Cala-;N;cala
98;2;peruca;N;peruca
98;3;disse;v-fin;dizer
99;1;ideia;n;ideia
99;2;geral;adj;geral
99;3;jeito;n;jeito
99;4;tropa;n;tropa
99;5;agora;adv;agora
99;6;digam-;N;digam
99;7;iria;v-fin;iria
99;8;ficar;v-inf;ficar
99;9;peruca;N;peruca
99;10;caso;n;caso
99;11;tropa;n;tropa
100;1;Parvoíce;N;parvoíce
101;1;Não;adv;não
101;2;aqui;adv;aqui
101;3;interessado;n;interessado
101;4;organizar;v-inf;organizar
101;5;Tuga;N;tuga
101;6;Pride;N;pride
101;7;White;prop;white
101;8;Pride;N;pride
101;9;Not;N;not
101;10;Competitive;N;competitive
101;11;People;N;people
101;12;Pride;N;pride
101;13;Catolican;N;catolican
101;14;Pride;N;pride
101;15;enfim;adv;enfim
101;16;corre;v-fin;correr
101;17;sérios;adj;sério
101;18;riscos;n;risco
101;19;mundo;n;mundo
101;20;pós-moderno;N;pós-moderno
101;21;modo;n;modo
101;22;lutar;v-inf;lutar
101;23;agenda;n;agenda
101;24;impositiva;N;impositivo
101;25;doente;adj;doente
101;26;orgulho;n;orgulho
101;27;não;adv;não
101;28;escolhe;N;escolhe
101;29;muito;adv;muito
101;30;frente;n;frente
102;1;concordo;N;concordo
102;2;totalmente;adv;totalmente
102;3;lésbicas;N;lésbico
102;4;mulher;n;homem
102;5;também;adv;também
102;6;lésbica;adj;lésbico
102;7;mulheres;n;homem
102;8;maravilhosas;N;maravilhoso
103;1;só;adv;só
103;2;comentários;n;comentário
103;3;merda;n;merda
103;4;Tristeza;N;tristeza
103;5;mentalidades;N;mentalidade
104;1;Orgulho;N;orgulho
104;2;ir;v-inf;ir
104;3;inferno;n;inferno
105;1;Espalhar;N;espalhar
105;2;ódio;n;ódio
105;3;financia;N;financia
106;1;pergunta;n;pergunta
107;1;Espalhar;N;espalhar
107;2;amor;n;amor
107;3;liberdade;n;liberdade
107;4;amar;N;amar
107;5;interpretação;n;interpretação
107;6;Então;adv;então
107;7;correta;N;correto
107;8;Amar;N;amar
107;9;não;adv;não
107;10;preço;n;preço
107;11;financiou;N;financiou
107;12;poder;v-inf;poder
107;13;andar;v-inf;andar
107;14;mão;n;mão
107;15;dada;v-pcp;dar
107;16;amo;v-fin;amar
108;1;Precisam;N;precisam
108;2;provar;v-inf;provar
108;3;amam;N;amam
108;4;bonecos;n;boneco
109;1;Só;adv;só
109;2;preconceito;n;preconceito
109;3;depois;adv;depoil
109;4;perguntam;N;perguntam
109;5;marchas;N;marcha
110;1;só;adv;só
110;2;bexice;N;bexice
111;1;comentários;n;comentário
111;2;retrógrados;N;retrógrado
111;3;hipócritas;N;hipócra
111;4;homens;n;homem
111;5;família;n;família
111;6;mundo;n;mundo
111;7;ficar;v-inf;ficar
111;8;muito;adv;muito
111;9;chato;N;chato
112;1;Querem;v-fin;querer
112;2;impor;v-inf;impor
112;3;ideologia;n;ideologia
112;4;perversa;adj;perverso
112;5;vivam;N;vivam
112;6;vida;n;vida
112;7;querem;v-fin;querer
112;8;deixem;v-fin;deixar
112;9;crianças;n;criança
112;10;paz;n;paz
113;1;Carnaval;n;carnaval
113;2;julho;n;julho
113;3;esquisito;N;esquisito
114;1;BANDO;N;bando
114;2;RIDÍCULOS;N;ridículo
115;1;Devemos;v-fin;dever
115;2;sempre;adv;sempre
115;3;queremos;v-fin;querer
116;1;Agora;adv;agora
116;2;carnaval;n;carnaval
116;3;fins;n;fim
116;4;semana;n;semana
116;5;matrafonas;N;matrafÃ£o
117;1;horror;n;horror
118;1;Abriram;N;abriram
118;2;portas;n;porta
118;3;manicómio;N;manicómio
118;4;perderam;v-fin;perder
118;5;chaves;n;chave
118;6;paciência;n;paciência
118;7;manifestam;v-fin;manifestar
118;8;Já;adv;já
118;9;não;adv;não
118;10;fazem;v-fin;fazer
118;11;dizem;v-fin;dizer
118;12;então;adv;então
119;1;fazer;v-inf;fazer
119;2;filhos;n;filho
119;3;quieto;N;quieto
119;4;importar;v-inf;importar
119;5;geração;n;geração
120;1;Excelente;N;excelente
120;2;heterossexuais;N;heterossexual
120;3;vÃ³s;N;vã³
121;1;Narcisismo;N;narcisismo
121;2;exacerbado;N;exacerbado
122;1;palhaçada;N;palhaçado
123;1;Vergonha;N;vergonha
123;2;comentários;n;comentário
124;1;comentários;n;comentário
124;2;post;N;post
124;3;mostram;v-fin;mostrar
124;4;porquê;adv;porquê
124;5;necessidade;n;necessidade
124;6;Pride;N;pride
125;1;Amor;N;amor
126;1;Parece;v-fin;parecer
126;2;carnaval;n;carnaval
127;1;Siga;N;sigo
127;2;frente;n;frente
127;3;Ucrânia;prop;ucrânia
128;1;Vivaaaaaaa;N;vivaaaaaaa
129;1;Pois;adv;poil
129;2;já;adv;já
129;3;não;adv;não
129;4;pedófilo;N;pedófilo
129;5;sexualmente;N;sexualmente
129;6;atraído;v-pcp;atrair
129;7;menores;adj;pequeno
130;1;Fuck;N;fuck
130;2;yeah;N;yeah
131;1;boa;adj;bom
131;2;coisa;n;coisa
131;3;não;adv;não
131;4;reproduzem;N;reproduzem
132;1;armário;N;armário
132;2;ofensa;N;ofensa
132;3;valores;n;valor
132;4;humanidade;n;humanidade
132;5;raios;N;raio
132;6;partam;N;partam
133;1;Ide;N;ide
133;2;trabalhar;v-inf;trabalhar
133;3;pagar;v-inf;pagar
133;4;terapia;n;terapia
133;5;precisais;N;precisal
133;6;vivam;N;vivam
133;7;quiserem;v-fin;querer
133;8;impor;v-inf;impor
133;9;vossas;N;vossa
133;10;vontades;N;vontade
133;11;decisões;n;decisõe
133;12;paranoias;N;paranoia
133;13;CHEGA;N;chega
133;14;atirar;v-inf;atirar
133;15;choros;N;choro
133;16;limita;v-fin;limitar
133;17;simplesmente;adv;simplesmente
133;18;punir;v-inf;punir
133;19;mundo;n;mundo
133;20;desordem;N;desordem
133;21;psíquica;N;psíquico
134;1;não;adv;não
134;2;ligação;n;ligação
134;3;direta;adj;direto
134;4;LGBT;N;lgbt
134;5;possível;adj;possível
134;6;respeitar;N;respeitar
134;7;vez;n;vez
134;8;ligado;v-pcp;ligar
134;9;então;adv;então
134;10;não;adv;não
135;1;Deficientes;N;deficiente
136;1;quer;v-fin;querer
136;2;enfiar;N;enfiar
136;3;lugar;n;lugar
136;4;Tratem-;N;tratem
136;5;apenas;adv;apena
136;6;pior;adj;mau
136;7;doente;adj;doente
136;8;não;adv;não
136;9;quer;v-fin;querer
136;10;tratar;v-inf;tratar
137;1;doença;n;doença
137;2;mental;adj;mental
137;3;retiraram-;N;retiraram
137;4;doença;n;doença
137;5;mental;adj;mental
137;6;claramente;adv;claramente
137;7;dúvida;n;dúvido
137;8;doença;n;doença
137;9;mental;adj;mental
137;10;grave;adj;grave
137;11;desvio;n;desvio
137;12;personalidade;n;personalidade
138;1;Aberrações;N;aberração
138;2;bicos;N;bico
138;3;pés;n;pé
138;4;não;adv;não
138;5;passam;v-fin;passar
138;6;circo;n;circo
138;7;manifestarem;N;manifestarem
138;8;preferências;n;preferência
138;9;cama;n;cama
138;10;Felizmente;N;felizmente
138;11;assim;adv;assim
138;12;critique;N;critique
138;13;espetáculo;n;espetáculo
138;14;Tristes;N;triste
139;1;não;adv;não
139;2;medo;n;medo
139;3;vergonha;n;vergonha
139;4;incomoda;N;incomoda
139;5;rabo;N;rabo
139;6;preso;v-pcp;prender
140;1;Fds;N;fd
140;2;Tomara;N;tomaro
140;3;fizessem;N;fizessem
140;4;genocídio;N;genocídio
140;5;vez;n;vez
140;6;manifestações;n;manifestaçõe
